index,open,high,low,close,volume
2020-11-30 19:58:00,318.3130,318.4400,318.2010,318.3600,400
2020-11-30 19:57:00,318.2270,318.3830,318.1540,318.3220,700
2020-11-30 19:45:00,318.0940,318.2210,318.0210,318.1610,100
2020-11-30 19:44:00,318.0940,318.2210,318.0210,318.1610,300
2020-11-30 19:38:00,318.0950,318.2220,318.0210,318.1610,1700
2020-11-30 19:36:00,317.9900,318.1550,317.9160,318.0940,600
2020-11-30 19:35:00,317.9520,318.0790,317.8780,318.0180,215
2020-11-30 19:22:00,317.8470,317.9740,317.7740,317.9130,150
2020-11-30 19:21:00,317.8470,317.9740,317.7740,317.9130,200
2020-11-30 19:15:00,317.9230,318.0500,317.8500,317.9900,200
2020-11-30 19:04:00,317.9420,318.0690,317.8500,317.9900,700
2020-11-30 18:59:00,317.7710,317.8980,317.6980,317.8370,300
2020-11-30 18:58:00,317.8470,317.9740,317.7740,317.9130,400
2020-11-30 18:56:00,317.7330,317.8600,317.6590,317.7990,400
2020-11-30 18:52:00,317.7900,317.9170,317.7170,317.8560,300
2020-11-30 18:51:00,317.6950,317.8220,317.6020,317.7420,800
2020-11-30 18:44:00,317.4760,317.6220,317.4030,317.5620,1800
2020-11-30 18:43:00,317.3620,317.5170,317.2890,317.4570,200
2020-11-30 18:42:00,317.3720,317.5170,317.2980,317.4570,1500
2020-11-30 18:38:00,317.1820,317.3270,317.1080,317.2670,500
2020-11-30 18:25:00,316.7350,316.8610,316.6610,316.8010,100
2020-11-30 18:17:00,316.8870,317.0130,316.8130,316.9530,300
2020-11-30 18:16:00,316.9060,317.0320,316.8320,316.9720,100
2020-11-30 18:12:00,316.8390,316.9850,316.7660,316.9240,800
2020-11-30 18:07:00,316.9060,317.0320,316.8320,316.9720,500
2020-11-30 18:06:00,316.8010,316.9280,316.7280,316.8670,300
2020-11-30 18:03:00,316.9060,317.0320,316.8320,316.9720,400
2020-11-30 18:02:00,316.9820,317.1080,316.9090,317.0480,430
2020-11-30 17:07:00,317.0960,317.2230,317.0230,317.1620,1995
2020-11-30 16:30:00,316.8200,316.9470,316.6040,316.7820,1600
2020-11-30 16:21:00,316.8300,316.9560,316.7560,316.8960,100
2020-11-30 16:17:00,316.8770,317.0040,316.8040,316.9430,100
2020-11-30 16:14:00,316.9820,317.1080,316.9090,317.0480,100
2020-11-30 16:13:00,316.9060,317.0510,316.8320,316.9910,300
2020-11-30 16:12:00,316.9060,317.1560,316.8320,317.0860,900
2020-11-30 16:11:00,316.9340,317.1460,316.8040,317.0860,12768
2020-11-30 16:09:00,316.9630,317.0890,316.8900,317.0290,500
2020-11-30 16:08:00,316.9340,317.0800,316.8320,317.0190,20167
2020-11-30 16:06:00,316.2780,317.0700,316.2050,317.0100,59029
2020-11-30 16:05:00,316.6970,317.2890,316.6140,317.2290,2200
2020-11-30 16:02:00,316.8960,317.0230,316.8230,316.9620,100
2020-11-30 16:01:00,316.7540,317.0040,316.6800,316.8860,899
2020-11-30 16:00:00,316.2780,316.9370,316.2050,316.8480,240961
2020-11-30 15:59:00,315.7550,316.7370,315.6630,316.3250,197040
2020-11-30 15:58:00,315.8120,316.0380,315.4160,315.7640,38276
2020-11-30 15:57:00,315.8690,316.0430,315.7010,315.9350,27448
2020-11-30 15:56:00,316.0120,316.1380,315.7200,315.9450,36028
2020-11-30 15:55:00,316.0880,316.2140,315.8250,316.0680,34779
2020-11-30 15:54:00,316.2020,316.4330,316.0100,316.1830,33280
2020-11-30 15:53:00,316.2400,316.4050,316.0050,316.2680,18658
2020-11-30 15:52:00,316.0980,316.4620,315.9770,316.3730,28477
2020-11-30 15:51:00,315.8310,316.1290,315.6540,316.0680,6373
2020-11-30 15:50:00,315.8690,316.3380,315.7270,315.8970,29681
2020-11-30 15:49:00,315.9070,316.0430,315.6160,315.9830,7291
2020-11-30 15:48:00,316.0550,316.1810,315.8630,316.0020,3746
2020-11-30 15:47:00,315.8790,316.2330,315.7960,316.0680,11073
2020-11-30 15:46:00,315.8600,316.0150,315.7200,315.9540,7346
2020-11-30 15:45:00,315.8030,316.0430,315.7300,315.9160,4274
