index,open,high,low,close,volume
2010-12-31 16:00:00,89.9120,90.0250,89.7890,89.9440,50
2010-12-31 15:59:00,89.7870,89.9310,89.6640,89.8500,12521
2010-12-31 15:58:00,89.7710,89.8840,89.6490,89.8040,50
2010-12-31 15:57:00,89.7550,89.8840,89.6330,89.8040,11950
2010-12-31 15:56:00,89.7550,89.8680,89.6330,89.7880,6925
2010-12-31 15:55:00,89.7710,89.8840,89.6180,89.7720,150
2010-12-31 15:53:00,89.7710,89.8840,89.6490,89.8040,4550
2010-12-31 15:52:00,89.6750,89.7880,89.5530,89.7070,125
2010-12-31 15:50:00,89.6770,89.7900,89.5430,89.7100,600
2010-12-31 15:49:00,89.6930,89.8060,89.5710,89.7250,500
2010-12-31 15:48:00,89.7090,89.8210,89.5860,89.7410,125
2010-12-31 15:47:00,89.7240,89.8370,89.6020,89.7570,1050
2010-12-31 15:45:00,89.7710,89.8840,89.6490,89.8040,4754
2010-12-31 15:44:00,89.8490,89.9620,89.7270,89.8820,100
2010-12-31 15:42:00,89.8960,90.0090,89.7420,89.8970,251
2010-12-31 15:39:00,89.8780,89.9910,89.7560,89.9110,125
2010-12-31 15:37:00,89.8800,89.9930,89.7580,89.9130,50
2010-12-31 15:36:00,89.8800,89.9930,89.7580,89.9130,1125
2010-12-31 15:35:00,89.8800,89.9930,89.7550,89.9100,330
2010-12-31 15:30:00,89.8800,89.9930,89.7580,89.9130,50
2010-12-31 15:28:00,89.8750,89.9880,89.7520,89.9070,50
2010-12-31 15:27:00,89.8800,89.9930,89.7580,89.9130,75
2010-12-31 15:22:00,89.8800,89.9930,89.7580,89.9130,50
2010-12-31 15:19:00,89.8620,89.9750,89.7400,89.8950,75
2010-12-31 15:17:00,89.8650,89.9780,89.7420,89.8970,50
2010-12-31 15:11:00,89.8800,89.9930,89.7580,89.9130,50
2010-12-31 15:10:00,89.8650,89.9780,89.7420,89.8970,50
2010-12-31 15:05:00,89.8650,89.9780,89.7420,89.8970,140
2010-12-31 15:02:00,89.8650,89.9780,89.7400,89.8950,300
2010-12-31 15:00:00,89.8490,89.9780,89.7270,89.8970,300
2010-12-31 14:59:00,89.8800,89.9930,89.7580,89.9130,50
2010-12-31 14:56:00,89.8800,89.9930,89.7580,89.9130,550
2010-12-31 14:54:00,89.8490,89.9620,89.7270,89.8820,2050
2010-12-31 14:52:00,89.8650,89.9780,89.7420,89.8970,2500
2010-12-31 14:49:00,89.8940,90.0070,89.7720,89.9270,111
2010-12-31 14:47:00,89.8960,90.0090,89.7720,89.9290,1820
2010-12-31 14:44:00,89.8770,89.9900,89.7550,89.9100,238
2010-12-31 14:42:00,89.8800,89.9930,89.7580,89.9130,76
2010-12-31 14:34:00,89.8800,89.9930,89.7580,89.9130,50
2010-12-31 14:29:00,89.8340,89.9460,89.7110,89.8660,6475
2010-12-31 14:27:00,89.8340,89.9460,89.7110,89.8660,2725
2010-12-31 14:26:00,89.8490,89.9620,89.7270,89.8820,100
2010-12-31 14:25:00,89.8340,89.9620,89.7110,89.8820,1117
2010-12-31 14:20:00,89.8340,89.9460,89.7110,89.8660,50
2010-12-31 14:06:00,89.8180,89.9310,89.6960,89.8500,1200
2010-12-31 14:05:00,89.8340,89.9460,89.7110,89.8660,50
2010-12-31 14:02:00,89.8310,89.9440,89.7080,89.8630,50
2010-12-31 14:01:00,89.8340,89.9460,89.6990,89.8540,800
2010-12-31 14:00:00,89.8340,89.9460,89.7110,89.8660,150
2010-12-31 13:55:00,89.8490,89.9620,89.7270,89.8820,50
2010-12-31 13:47:00,89.8490,89.9620,89.7270,89.8820,150
2010-12-31 13:46:00,89.8440,89.9560,89.7210,89.8760,50
2010-12-31 13:45:00,89.8490,89.9620,89.7080,89.8630,1550
2010-12-31 13:37:00,89.8870,90.0000,89.7640,89.9190,475
2010-12-31 13:33:00,89.8800,89.9930,89.7580,89.9130,200
2010-12-31 13:31:00,89.8800,89.9930,89.7420,89.8970,5526
2010-12-31 13:29:00,89.8650,89.9780,89.7420,89.8970,50
2010-12-31 13:25:00,89.8650,89.9780,89.7300,89.8850,400
2010-12-31 13:18:00,89.8490,89.9620,89.7270,89.8820,100
2010-12-31 13:17:00,89.8650,89.9780,89.7420,89.8970,150
2010-12-31 13:15:00,89.8650,89.9780,89.7420,89.8970,250
2010-12-31 13:10:00,89.8490,89.9620,89.7270,89.8820,50
2010-12-31 13:09:00,89.8340,89.9460,89.7110,89.8660,252
2010-12-31 12:59:00,89.8020,89.9150,89.6770,89.8320,400
2010-12-31 12:54:00,89.8020,89.9150,89.6780,89.8330,525
2010-12-31 12:53:00,89.7870,89.8990,89.6640,89.8190,100
