index,open,high,low,close,volume
2023-03-31 19:55:00,371.9800,372.0100,371.9570,371.9780,265
2023-03-31 19:36:00,371.9410,371.9700,371.9170,371.9380,500
2023-03-31 19:01:00,371.2290,371.2590,371.2060,371.2270,107
2023-03-31 17:33:00,371.7630,371.7920,371.7390,371.7600,100
2023-03-31 17:27:00,371.7630,371.7920,371.7390,371.7600,107
2023-03-31 17:25:00,371.7530,371.7820,371.7290,371.7500,211
2023-03-31 17:11:00,371.8790,371.9080,371.8550,371.8760,113
2023-03-31 17:08:00,371.8910,371.9210,371.8680,371.8890,112
2023-03-31 16:53:00,371.9500,371.9800,371.9070,371.9280,1050
2023-03-31 16:49:00,371.9500,371.9800,371.9270,371.9480,425
2023-03-31 16:48:00,371.9500,372.0200,371.9270,371.9880,300
2023-03-31 16:45:00,371.8710,371.9600,371.8480,371.9280,500
2023-03-31 16:44:00,371.8120,371.8520,371.7890,371.8100,700
2023-03-31 16:43:00,371.8220,371.8520,371.7990,371.8200,500
2023-03-31 16:42:00,371.8220,371.8520,371.7990,371.8200,1100
2023-03-31 16:41:00,371.8520,371.8810,371.8280,371.8490,3800
2023-03-31 16:37:00,371.8220,371.8520,371.7990,371.8200,150
2023-03-31 16:35:00,371.7920,371.8520,371.7690,371.8200,2500
2023-03-31 16:34:00,371.6340,371.6640,371.6110,371.6320,337
2023-03-31 16:32:00,371.7820,371.8120,371.7590,371.7800,1200
2023-03-31 16:26:00,371.7630,371.7920,371.7390,371.7600,100
2023-03-31 16:25:00,371.7820,371.8120,371.7590,371.7800,400
2023-03-31 16:24:00,371.7820,371.8120,371.7590,371.7800,1100
2023-03-31 16:22:00,371.7630,371.8120,371.7390,371.7800,5975
2023-03-31 16:20:00,371.7330,371.7630,371.7100,371.7310,271
2023-03-31 16:18:00,371.7630,371.7920,371.7200,371.7410,1500
2023-03-31 16:17:00,371.7430,371.7920,371.7200,371.7600,2800
2023-03-31 16:15:00,371.7630,371.7920,371.7390,371.7600,400
2023-03-31 16:13:00,371.7130,371.7430,371.6900,371.7110,2500
2023-03-31 16:12:00,371.7630,371.7920,371.7390,371.7600,1100
2023-03-31 16:10:00,371.7330,371.7630,371.7100,371.7310,137
2023-03-31 16:09:00,371.7630,371.7920,371.7390,371.7600,900
2023-03-31 16:08:00,371.7630,371.7920,371.7290,371.7600,800
2023-03-31 16:06:00,371.7030,371.7330,371.6800,371.7010,100
2023-03-31 16:05:00,371.7140,371.7430,371.6900,371.7110,400
2023-03-31 16:03:00,371.6140,371.6440,371.5910,371.6120,325
2023-03-31 16:02:00,371.2270,371.2570,371.2040,371.2250,77389
2023-03-31 16:01:00,371.4470,371.6340,371.4230,371.6020,262
2023-03-31 16:00:00,371.6050,371.7230,371.5420,371.5630,152009
2023-03-31 15:59:00,371.8710,371.9310,371.4030,371.6120,330290
2023-03-31 15:58:00,371.6540,371.9210,371.6110,371.8890,127925
2023-03-31 15:57:00,371.5750,371.6930,371.4730,371.6520,47474
2023-03-31 15:56:00,371.4860,371.6340,371.3240,371.6020,64871
2023-03-31 15:55:00,371.1010,371.6340,371.0770,371.4640,58873
2023-03-31 15:54:00,370.6070,371.0910,370.5830,371.0590,46101
2023-03-31 15:53:00,370.4580,370.6260,370.4150,370.5940,18330
2023-03-31 15:52:00,370.5670,370.6260,370.4000,370.4310,7940
2023-03-31 15:51:00,370.5370,370.7050,370.4550,370.5840,12989
2023-03-31 15:50:00,370.6070,370.7250,370.4250,370.5550,22021
2023-03-31 15:49:00,370.4980,370.6260,370.4150,370.5740,11530
2023-03-31 15:48:00,370.6260,370.6660,370.4940,370.5250,6235
2023-03-31 15:47:00,370.6760,370.7740,370.5140,370.6440,11904
2023-03-31 15:46:00,370.5570,370.7940,370.5340,370.7230,12993
2023-03-31 15:45:00,370.4780,370.6010,370.4450,370.5450,20604
2023-03-31 15:44:00,370.6070,370.6560,370.4940,370.5150,5107
2023-03-31 15:43:00,370.5770,370.7550,370.5540,370.6040,5416
2023-03-31 15:42:00,370.6560,370.6950,370.5440,370.5790,9678
2023-03-31 15:41:00,370.5770,370.7050,370.5440,370.6600,15535
2023-03-31 15:40:00,370.6210,370.7250,370.5340,370.5940,9413
2023-03-31 15:39:00,370.6360,370.7940,370.6010,370.6730,19060
2023-03-31 15:38:00,370.7840,370.8680,370.6520,370.6730,7342
2023-03-31 15:37:00,370.9470,370.9770,370.6330,370.8020,19793
2023-03-31 15:36:00,371.0610,371.0910,370.9190,370.9700,5309
2023-03-31 15:35:00,371.0460,371.1050,370.9690,371.0590,4301
2023-03-31 15:34:00,371.1010,371.1990,370.9880,371.1380,6305
2023-03-31 15:33:00,371.2190,371.2490,371.0380,371.1180,10281
2023-03-31 15:32:00,371.3110,371.3570,371.1760,371.2170,19083
2023-03-31 15:31:00,371.4370,371.4760,371.2450,371.3350,21002
2023-03-31 15:30:00,371.2690,371.4940,371.2250,371.4540,15147
2023-03-31 15:29:00,371.2880,371.3480,371.2450,371.2760,2609
2023-03-31 15:28:00,371.2390,371.3280,371.1960,371.2560,3200
2023-03-31 15:27:00,371.3670,371.3970,371.2250,371.2510,8210
2023-03-31 15:26:00,371.3380,371.4070,371.2950,371.3640,4489
2023-03-31 15:25:00,371.2690,371.3480,371.1860,371.3160,6780
2023-03-31 15:24:00,371.1110,371.2980,371.0670,371.2460,4554
2023-03-31 15:23:00,371.0310,371.1600,370.9780,371.0880,8076
2023-03-31 15:22:00,370.9430,371.0510,370.8600,370.9990,8719
2023-03-31 15:21:00,370.9510,371.0410,370.8700,370.9500,14218
2023-03-31 15:20:00,370.7840,370.9820,370.7610,370.9060,20221
2023-03-31 15:19:00,370.7550,370.8240,370.5930,370.7820,25064
2023-03-31 15:18:00,370.7250,370.8240,370.6820,370.7330,5250
2023-03-31 15:17:00,370.6940,370.7940,370.6280,370.7330,41615
2023-03-31 15:16:00,370.6110,370.7350,370.5830,370.6830,6187
2023-03-31 15:15:00,370.4480,370.6260,370.4150,370.5550,5824
2023-03-31 15:14:00,370.4480,370.5570,370.4250,370.4510,2261
2023-03-31 15:13:00,370.3400,370.5070,370.3160,370.4460,3515
2023-03-31 15:12:00,370.4680,370.5270,370.2670,370.3270,11337
2023-03-31 15:11:00,370.6160,370.6460,370.4840,370.5050,3909
2023-03-31 15:10:00,370.4880,370.6360,370.4550,370.6040,6585
2023-03-31 15:09:00,370.5470,370.5960,370.4740,370.4950,2848
2023-03-31 15:08:00,370.4190,370.5670,370.3360,370.5350,3285
2023-03-31 15:07:00,370.4580,370.4880,370.2970,370.4160,9829
2023-03-31 15:06:00,370.5180,370.5470,370.4400,370.4610,1310
2023-03-31 15:05:00,370.5920,370.6210,370.4740,370.5050,4943
2023-03-31 15:04:00,370.4780,370.6160,370.4550,370.5650,3620
2023-03-31 15:03:00,370.5570,370.6360,370.3360,370.3970,36433
2023-03-31 15:02:00,370.3500,370.5960,370.2720,370.5650,18667
2023-03-31 15:01:00,370.0830,370.4280,370.0590,370.3720,15432
2023-03-31 15:00:00,369.9840,370.1020,369.9610,370.0700,6100
2023-03-31 14:59:00,369.9840,370.0130,369.9160,369.9620,7455
2023-03-31 14:58:00,369.8850,370.0130,369.8620,369.9820,17533
2023-03-31 14:57:00,369.7470,369.8900,369.6940,369.8580,2394
2023-03-31 14:56:00,369.8660,369.8960,369.7230,369.7440,9159
2023-03-31 14:55:00,369.9840,370.0330,369.8120,369.8580,6827
2023-03-31 14:54:00,369.9740,370.0430,369.9510,370.0110,3810
2023-03-31 14:53:00,369.8750,369.9840,369.8520,369.9520,1414
2023-03-31 14:52:00,369.8750,369.9640,369.8520,369.8980,3347
2023-03-31 14:51:00,369.8510,369.9150,369.8010,369.8830,900
2023-03-31 14:50:00,369.9350,369.9740,369.8220,369.8830,2493
2023-03-31 14:49:00,369.8550,369.9690,369.8320,369.9370,2598
2023-03-31 14:48:00,369.7760,369.8800,369.7430,369.8140,3220
