index,open,high,low,close,volume
2018-11-30 19:49:00,231.6430,231.7940,231.4890,231.7070,100
2018-11-30 19:30:00,232.2830,232.4340,232.1280,232.3470,100
2018-11-30 18:54:00,232.4660,232.6170,232.3110,232.5300,180
2018-11-30 16:48:00,232.1550,232.3060,232.0010,232.2190,100
2018-11-30 16:30:00,232.1280,232.3610,231.9460,232.2560,4535
2018-11-30 16:27:00,232.1000,232.2510,231.9460,232.1640,400
2018-11-30 16:26:00,232.1000,232.2510,231.9460,232.1640,400
2018-11-30 16:22:00,232.1000,232.2510,231.9460,232.1640,543
2018-11-30 16:13:00,232.2470,232.4340,232.0920,232.3470,2700
2018-11-30 16:12:00,232.2280,232.3790,232.0740,232.2920,100
2018-11-30 16:11:00,231.9720,232.2700,231.8180,232.1830,2376
2018-11-30 16:10:00,231.6250,232.1050,231.4710,232.0090,2200
2018-11-30 16:07:00,231.9630,232.1140,231.8090,232.0270,100
2018-11-30 16:06:00,231.9630,232.1140,231.7810,232.0000,200
2018-11-30 16:05:00,231.8170,231.9770,231.6350,231.8900,1300
2018-11-30 16:04:00,231.8630,232.0230,231.6080,231.9360,2200
2018-11-30 16:02:00,231.7990,231.9590,231.6080,231.8260,1700
2018-11-30 16:01:00,231.6160,231.7670,231.4070,231.6250,1300
2018-11-30 16:00:00,231.6250,231.9500,231.3250,231.7440,54552
2018-11-30 15:59:00,231.6890,232.1050,231.4440,231.6890,207183
2018-11-30 15:58:00,231.9910,232.1600,231.4620,231.7710,76905
2018-11-30 15:57:00,231.8260,232.1970,231.6440,232.0640,29939
2018-11-30 15:56:00,231.8080,232.0870,231.6350,231.8950,107521
2018-11-30 15:55:00,231.4610,231.9680,231.3070,231.8810,56876
2018-11-30 15:54:00,231.4970,231.6480,231.2520,231.5520,10290
2018-11-30 15:53:00,231.3880,231.6300,231.2150,231.5430,19048
2018-11-30 15:52:00,231.3780,231.5660,231.2060,231.4510,14355
2018-11-30 15:51:00,231.5430,231.7030,231.1510,231.4420,78460
2018-11-30 15:50:00,231.5610,231.7580,231.3520,231.6160,18432
2018-11-30 15:49:00,231.5980,231.7580,231.3340,231.6340,163547
2018-11-30 15:48:00,231.5150,231.7490,231.3480,231.6430,9240
2018-11-30 15:47:00,231.6430,231.7940,231.3160,231.5520,13535
2018-11-30 15:46:00,231.6340,231.8170,231.4620,231.7160,11390
2018-11-30 15:45:00,231.7070,231.8580,231.4620,231.6890,18602
2018-11-30 15:44:00,231.6980,231.9040,231.5350,231.7900,14338
2018-11-30 15:43:00,231.7530,231.9410,231.5070,231.7710,11432
2018-11-30 15:42:00,231.8080,231.9700,231.5440,231.8220,15482
2018-11-30 15:41:00,231.8350,232.0050,231.6260,231.8540,11886
2018-11-30 15:40:00,231.7530,231.9860,231.5990,231.8990,8528
2018-11-30 15:39:00,231.7440,231.9490,231.5710,231.8170,4603
2018-11-30 15:38:00,231.6530,231.9220,231.4850,231.8080,12362
2018-11-30 15:37:00,231.6070,231.7760,231.4160,231.6850,17504
2018-11-30 15:36:00,231.7260,231.8950,231.4530,231.6860,29736
2018-11-30 15:35:00,231.7260,231.8950,231.5170,231.7800,11400
2018-11-30 15:34:00,231.6980,231.9130,231.5350,231.8260,11229
2018-11-30 15:33:00,231.6800,231.8670,231.5070,231.7620,8361
2018-11-30 15:32:00,231.7430,231.9310,231.5350,231.7620,8229
2018-11-30 15:31:00,231.7710,231.9220,231.5170,231.7990,7924
2018-11-30 15:30:00,231.6890,232.0230,231.5260,231.8630,24053
2018-11-30 15:29:00,231.7440,231.8950,231.5260,231.7620,6464
